tx_hash,from_address,to_address,block_number,timestamp,date_utc,function,token_id_decimal,is_error,old_owner_staker,new_owner_attacker
0x0829f8ffa285008b1f9927fe2e035922e60dee1045d57edfd3bc1155f3747a38,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1641,0,0x8659e3b0bd269b6e5b712acfb70caf579b25591b,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xd4c5fd3617fd5330a13be7814171573f1d52d1b83d784d6e8fba99e59d7cb378,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1654,0,0xaaac34d30d6938787c653aafb922bc20bfa9c512,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xd1cd9217d0abd1945d94895a439f65056a93da01b592f60c5beee8cec489ea39,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1656,0,0x61e193e514de408f57a648a641d9fcd412cded82,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xd7fb5b42c22803d7e1ddda6d7fdd1d557ff21a4650952f44f40080041499de51,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1657,0,0x61e193e514de408f57a648a641d9fcd412cded82,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xb00a0197324c63c3c11a5e4eea000616cd2fe20ecc7c132b5dfe8dd592d5822e,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1658,0,0x97944e369a1af4040816f157134edca8e9f82ecd,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xf064f9e6f4c860f0fbded5b2f9b2f8687cb054f9ab9899ced23adf8075c3a087,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1665,0,0xef8104c1f471c1995cb6f7276716e8b38dc1b9a7,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x6fdf12d9ee62a7cc6bd4a3575608826ac89d495c48733f1cf34c80a07e6cb291,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1666,0,0xef8104c1f471c1995cb6f7276716e8b38dc1b9a7,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xfa68b79b6eb0d7e88ba0a1743750990e702cce6facd1328ed91889d6234a2094,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1667,0,0xef8104c1f471c1995cb6f7276716e8b38dc1b9a7,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x235c8326e790ee6092bfc0abb23453c86a2d88f7427ec5beec43c7003f492e57,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1669,0,0xb80a3488bd3f1c5a2d6fce9b095707ec62172fb5,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x5428314e64d1e2c5c172ea8d20ec78e933d1e86a4873a78d02344c39a81e6846,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1670,0,0x2000434e4af84b37c7b7b03b4de039dd1126599c,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x3157fc4826c6720ccd2c3e3a983302595ec39f2037858a7b46552a87cedc8700,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1675,0,0x36ab2c824fcc7e4ec8dc2805bda069d9d8b54c95,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x4c3394dd61442f164788db4e4943f990ace6b736bc918148528f357174edc81a,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1676,0,0x36ab2c824fcc7e4ec8dc2805bda069d9d8b54c95,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x1798f570fe27e24516c06253ea5988287007214a67179e277449797232afbeeb,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1682,0,0x8e9b650b79bd28f324f5b26d6ddba594eb237cdf,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x0acf70f9c38301009d48bf304e0395e9bbcc1a5173e441c035c35aca5a627c67,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1683,0,0xae72eef2a981dffd9d5964dd0eb669e10ae10957,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x3bb1d1bdcd9f6eda1fc83c5d5548e39023033a2d07e8482ae83d409b1d85e51b,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1684,0,0xae72eef2a981dffd9d5964dd0eb669e10ae10957,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xcf51d01a272427aa4cf315aa958d7520fb3e3d91e4ccad6e4b4c236571fd22e3,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1685,0,0xae72eef2a981dffd9d5964dd0eb669e10ae10957,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x8806ac7c94ea68114b5197c546f320aca2297a47cef590c6afdb2c787644002f,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1688,0,0x67de64113d7b412d1e853ed66dfb7eaf7047d093,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x204ca7694d5662cdab28a46d7f80a837bac2cc5c8b7b61f70c0473ca12dbb71c,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1689,0,0x67de64113d7b412d1e853ed66dfb7eaf7047d093,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x4c646fbce66edaa0da5f7d23227c4a107999b34ab50a562e32a63208d25d2415,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1696,0,0x2dbc54d6993a1db9be6431292036641ec73e8c70,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x51077bc9d041ad5bd562ec6f7dd9331a9b2b5db446bf3da5a114ce7dedf53042,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1697,0,0x340efe9bb2383d463313e7d988ddea6b52b27b0b,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xe8a08a575a368fcea4f698f32031d2466f999656176d2efd69a195dbc560db06,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1699,0,0xa92be7f728ef585851212b1ceb318b8a2fbacc96,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x6fc74ef0fb3574cf47a9fc2659dccb1016af8d0575460365f0a79e09139d1666,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1700,0,0xd9fbb755d859c8026aba1b64f71ce97ab594644d,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x4fca072b2f94209cbd1b94c378dfa813ffb4738b77f3414098b51c8406ca360e,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1701,0,0xc54bd1f466f2f4f36de59f4024e86885386d6f1b,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xbb2757f7bb2f4cc311a3997ff6489ceeb4090fe871dd3b0157f42abc1d9c6bf1,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1704,0,0x1f9c822097a6ede8def937356863e37a18b97278,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x80572de5f10bdc32d52fee7c142bdf02cf907c8507a2c14c15c4ae32991148f9,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1707,0,0x0226068ce182ad66482ac08219d41e00eae74aa7,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xfc14d7a2d0e8411091a3d0e5a20f204368015ef07bedd1909eec10dcfe9ca5ff,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1708,0,0x0226068ce182ad66482ac08219d41e00eae74aa7,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x770c90b0d6e0ac1f60a3a6b8e21e28ae191381f5b95a6d95d7f229adf1a5a785,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1712,0,0x52d4d46e28dc72b1cef2cb8eb5ec75dd12bc4df3,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xf753b8924f20b466d516b22cbfb5e19ab5c9f69fa7478998a472b5b1473a6bcc,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1713,0,0xb2df747c5d1bdadd6f7e581ade3ad193d6a296f2,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x86a739d90d1bc6fc5ac2c80b7701b0ee5f4db2677a5e36a047da07c47aff080a,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1716,0,0xf5dcb2a47f738d8ba39f9fa2ddc7592f268a262a,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xdb4c90e0d5534cc7c3df32396c2426973173375a6141ca1b2e323a926fc5c5ac,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1717,0,0x392365d5954a9b8bce72cc6b55bc206120145220,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x831c2c64e23465f59f977039862dcfe22c98c490e40e6c77048a70e4b4d470d2,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1718,0,0x392365d5954a9b8bce72cc6b55bc206120145220,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xa3a7cdb62686a67c3880323020cdec8af909518248f30d671ea74f87efcb4f93,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1719,0,0xea459a5aa7e52f0493eda1faae0b862c51bf40b9,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0x558976051eb8c21bb7f8a87fcf602236ec3aa456f1334eb25c415966a19c0b79,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1729,0,0xed2c2cdec695be3a4dc421c1a8a6756dc5a927b6,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
0xd39e7084b7cd9e4052300ddd0fc302e4d6a6da40fef2231c0fdf14f2901c3677,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3,0xc14D994fe7C5858c93936cc3bD42bb9467d6fB2C,25077221,1778567051,2026-05-12T06:24:11Z,bridgeNFTsV1,1743,0,0x57fcf904efc785e098676922d406e64a4e0e7ea2,0x7550c40e188b3da9349c9d7b941a699c2f62e0e3
